id,topic,type,question,option1,option2,option3,option4,correct_option,correct_option_number
32773909,Anxiety,Prognostic,How might increased distress intolerance influence the likelihood of employing maladaptive coping strategies in individuals with anxiety disorders?,Decrease likelihood,No effect,Only in children,Increase likelihood,Increase likelihood,4
23337291,Anxiety,Diagnostic,Which type of anxiety is specifically associated with pain perception in different sexes?,Trait anxiety,General anxiety,Social anxiety,Pain-related anxiety constructs,Pain-related anxiety constructs,4
34318963,Anxiety,Diagnostic,Which resilience skill was identified as significantly predictive of generalized anxiety disorder symptoms among ICU professionals?,Practicing mindfulness,Ability to seek help,Taking things in stride,Maintaining a healthy lifestyle,Taking things in stride,3
34686402,Anxiety,Preventive,What nonpharmacological method can effectively reduce anxiety during medical procedures like breast biopsy?,Cognitive Behavioral Therapy,Deep breathing exercises,Guided imagery,Virtual reality,Virtual reality,4
36579010,Anxiety,Prognostic,What psychosocial factors may predict the risk of anxiety among healthcare workers?,Work relationships,Work pace and intensity,Financial stress,Job satisfaction,Work pace and intensity,2
36285161,Anxiety,Diagnostic,What are the primary influencing factors identified for anxiety and depression in patients with arrhythmias?,Age,Lifestyle Factors,Body Mass Index,Gender,Age,1
38367453,Anxiety,Preventive,Which transdiagnostic symptom is linked to suicide risk across various mental health disorders?,Social withdrawal,Repetitive negative thinking,Emotional numbness,Compulsive behavior,Repetitive negative thinking,2
35410485,Anxiety,Preventive,"What factor has been shown to consistently lead to higher levels of stress, anxiety, and depression in parents during the COVID-19 pandemic?",Childcare responsibilities,Food Insecurity,Employment instability,Access to healthcare,Food Insecurity,2
33751206,Anxiety,Preventive,What potential resource can assist women with mental illnesses in making informed decisions regarding psychotropic medication use during pregnancy?,Psychological counseling,Self-help books,Telehealth services,Patient decision aids,Patient decision aids,4
34484002,Anxiety,Diagnostic,Which psychosocial factors have been associated with internet overdependence among Malaysian youths?,Anxiety and depression,High academic performance,Regular exercise,Strong social connections,Anxiety and depression,1
23346989,Anxiety,Preventive,Which intervention has been shown to effectively minimize anxiety in patients undergoing Mohs micrographic surgery?,Administering a sedative,Increasing pre-operative counseling,Listening to self-selected music,Providing mindfulness training,Listening to self-selected music,3
33403894,Depression,Diagnostic,Which brain region's disrupted connectivity was associated with impaired negative emotional processing in female patients with major depressive disorder?,Anterior cingulate cortex,Amygdala,Parahippocampal gyrus,Dorsolateral prefrontal cortex,Anterior cingulate cortex,1
33788170,Anxiety,Preventive,What psychological support strategies could benefit long-term survivors of metastatic non-small cell lung cancer treated with novel therapies due to their experiences of uncertainty?,Increased social activities,Education on disease progression,Medication management,Physical therapy,Education on disease progression,2
23165823,Depression,Diagnostic,Which factors were identified as main predictors of depressive symptoms in an ageing population?,Fluid intelligence and lesion location,Sex and living arrangements,Physical activity and diet,Medication adherence and social support,Fluid intelligence and lesion location,1
36007769,Anxiety,Diagnostic,How does social anxiety affect recognition memory for threatening words compared to individuals with low social anxiety?,Improved recognition,Enhanced recognition,No effect,Impaired recognition,Impaired recognition,4
34953453,Anxiety,Factoid,What role does glyoxalase 1 (GLO1) play in relation to psychiatric disorders?,Regulation of dopamine,Production of serotonin,Inflammatory response,Detoxification of methylglyoxal,Detoxification of methylglyoxal,4
22429207,Anxiety,Diagnostic,Which dimension of anger was most strongly associated with the diagnosis of Generalized Anxiety Disorder (GAD)?,Internalized anger control,Trait anger,Externalized anger expression,Hostility,Trait anger,2
34043112,Anxiety,Factoid,"Which factor is indicated to predict higher composite somatic, anxiety, and depressive symptoms in Latinx immigrants?",Acculturation,Legal Status,Marital Status,Income,Acculturation,1
36185923,Anxiety,Preventive,What strategies are essential for recognizing and assisting parents experiencing anxiety in the Pediatric Intensive Care Unit?,Reduced medication,Increased patient visits,Routine screening,Minimized communication,Routine screening,3
39070588,Anxiety,Diagnostic,Which type of dietary behavior is associated with increased anxiety symptoms in children and adolescents with fructose malabsorption?,Reduced fiber intake,Low protein intake,Increased sugar consumption,High fat consumption,Increased sugar consumption,3
34383292,Anxiety,Diagnostic,How does attachment security in adolescents relate to their mental health and behavioral responses during stressful situations like the COVID-19 pandemic?,It predicts lower anxiety,It prevents health problems,It has no effect,It causes higher anxiety,It predicts lower anxiety,1
27551863,Anxiety,Factoid,Which psychological conditions were identified as being associated with sleep disturbance in patients with chronic dizziness?,Depression,Both Anxiety and Depression,Neither Anxiety nor Depression,Anxiety,Both Anxiety and Depression,2
35044927,Anxiety,Preventive,What is a suggested method to support the psychological well-being of NHS staff during high-stress periods like a pandemic?,Meditation camps,Digital psychological interventions,Pharmaceutical treatments,In-person therapy sessions,Digital psychological interventions,2
22466023,Anxiety,Preventive,What method is suggested to potentially alleviate social anxiety before a face-to-face interaction?,Meditation,Medication,Group therapy,Internet chat introduction,Internet chat introduction,4
34633720,Anxiety,Preventive,What key feature of care is emphasized as essential for achieving positive outcomes in crisis intervention services?,Genuine care from staff,Structured therapy sessions,Individualized treatment plans,High operational efficiency,Genuine care from staff,1
20816038,Anxiety,Prognostic,"In individuals with fragile X premutation, what might be expected concerning the lifetime prevalence of anxiety disorders compared to the general population?",Lower prevalence,Similar prevalence,Higher prevalence,No prevalence,Higher prevalence,3
34629561,Anxiety,Preventive,What type of activities could promote mental health for health workers during the COVID-19 crisis?,Coordination among health teams,Isolated work,Ignoring mental health,Reduced self-care,Coordination among health teams,1
35796920,Anxiety,Diagnostic,What condition appears to be exacerbated by THC/CBD combination treatments in predisposed patients?,Cardiovascular diseases,Psychosis,Chronic fatigue syndrome,Migraines,Psychosis,2
21509913,Anxiety,Prognostic,Which child-related factors measured during preadolescence are likely to predict persistent high levels of anxiety throughout adolescence?,Physical fitness and nutrition,Self-esteem and academic success,Parental education level,Frustration and effortful control,Frustration and effortful control,4
35851956,Anxiety,Diagnostic,What underlying factor was suggested to mediate the effects of mindfulness training on anxiety severity and impairment?,Social support,Physical activity,Cognitive behavioral patterns,Anxiety sensitivity,Anxiety sensitivity,4
34328228,Anxiety,Prognostic,"In military veterans, how does sleep quality influence the risk for developing new suicidal ideation?",It varies by age,It has no effect,It decreases the likelihood,It increases the likelihood,It increases the likelihood,4
21571252,Anxiety,Diagnostic,What behavioral change was observed in rats administered binge cocaine during adolescence in terms of their anxiety levels in adulthood?,Diminished anxiety,Biphasic anxiety response,Increased anxiety,No change in anxiety,Diminished anxiety,1
21788118,Anxiety,Factoid,What behavioral measure was affected by diazepam treatment in the dimensionality emergence assay for anxiety in mice?,Distance traveled,Social interactions,Time spent in the home cage,Vertical activity,Distance traveled,1
12479082,Obsessive/Compulsive Disorders,Diagnostic,What neurotransmitter's transporter characteristics are related to impulsivity in children with ADHD?,Dopamine,Norepinephrine,GABA,Serotonin,Dopamine,1
36350844,Anxiety,Preventive,What strategies can be implemented to enhance perceived social support among university students to mitigate anxiety during unexpected crises?,Strengthen social support networks,Enhance online classes,Increase academic workload,Limit community interactions,Strengthen social support networks,1
35013658,Anxiety,Diagnostic,What psychological factor mediates the relationship between psychological maltreatment and death obsession during the COVID-19 pandemic?,Coping flexibility,Social isolation,Physical health stress,Fear of contagion,Coping flexibility,1
35944449,Anxiety,Diagnostic,What type of school-based supports (SBS) are more often recommended for youth with social anxiety disorder compared to those with specific phobia?,SBS promoting avoidance,SBS promoting approach,Emotional regulation training,General academic support,SBS promoting avoidance,1
32770550,Anxiety,Preventive,What strategies are suggested to help nursing students mitigate emotional eating in the context of stress?,Higher academic workloads,Increased psychological counseling,Reduced physical activity,Dietary restrictions,Increased psychological counseling,2
35242604,Anxiety,Preventive,What method is suggested to enhance access to cognitive health therapies for patients with schizophrenia-spectrum disorders?,Traditional classroom settings,Remote delivery,In-person group therapy,Individual counseling,Remote delivery,2
